Application_ID,Application_Date,Age,Marital_Status,Education,Employment_Type,Employment_Years,Annual_Income,Credit_Score,Existing_Debt,Loan_Amount,Loan_Term,Home_Ownership,Previous_Default,Loan_Approved
APP10914,2025-12-03,30.0,Single,High School,,6.0,55900.0,747.0,6400.0,14000.0,60 months, mortgage ,No,Yes
APP10164,2025-03-01,54.0, Married,Bachelor,Salaried,12.0,43300.0,687.0,9100.0,16000.0,36 months,Mortgage,No,No
APP10317,2025-04-16,45.0,Married,Master,Salaried,6.0,90600.0,711.0,16700.0,18000.0,36 months,Mortgage,No,Yes
APP10400,2025-05-15,43.0,Married,Bachelor, salaried ,9.0,35700.0,711.0,2300.0,13500.0,48 months,Rent,No,Yes
APP10290,2025-04-08,27.0,MARRIED, bachelor ,Salaried,4.0,70600.0,668.0,15400.0,68500.0,36 months,Mortgage,No,No
APP10966,2025-12-21,28.0,Single,High School,Self-Employed,4.0,28900.0,605.0,13000.0,5000.0,36 months,MORTGAGE,No,No
APP10851,2025-11-02,55.0,Divorced,High School,Salaried,22.0,99000.0,832.0,6700.0,67500.0,48 months,Rent,No,Yes
APP10897,2025-11-25,27.0,Single,High School,Salaried,2.0,42000.0,586.0,0.0,7000.0,36 months,Mortgage,Yes,No
APP10126,2025-02-15,39.0,Single,Bachelor,Salaried,8.0,35600.0,632.0,0.0,18000.0,12 months,Own,No,Yes
APP10207,2025-03-17,42.0,Married,BACHELOR,Self-Employed,3.0,,777.0,0.0,6500.0,36 months,Own,No,Yes
APP10824,2025-10-25,44.0,Married,High School,Self-Employed,18.0,61300.0,666.0,0.0,23000.0,48 months,Mortgage,Yes,Yes
APP10417,2025-05-21,51.0,Married,High School,Salaried,4.0,25900.0,647.0,11000.0,15000.0,24 months,Mortgage,Yes,No
APP10102,2025-02-08,42.0,Married,Master,Salaried,10.0,67500.0,605.0,29000.0,14000.0,48 months,Rent  ,Yes,No
APP10223,2025-03-21,37.0,Married,Bachelor,Salaried,13.0,63300.0,718.0,14700.0,34500.0,24 months,Rent,No,Yes
APP10242,2025-03-27,38.0,Single,Bachelor,Salaried,11.0,100900.0,546.0,13400.0,52000.0,12 months,Rent,Yes,No
APP10174,2025-03-05,,Married,Bachelor,Salaried,18.0,60900.0,768.0,22600.0,58000.0,60 months,Own,No,Yes
APP10574,2025-07-20,40.0,Married,High School,Contract,10.0,27100.0,713.0,9300.0,9500.0,48 months, Mortgage,No,No
APP10311,2025-04-13,49.0,Married,Bachelor,Contract,11.0,39200.0,707.0,12400.0,16000.0,24 months,Rent,No,Yes
APP10079,2025-01-29,39.0,Single,High School,Salaried,6.0,20400.0,707.0,5800.0,5000.0,48 months,Rent,No,Yes
APP10500,2025-06-23,41.0,Married,High School,Salaried,17.0,,695.0,7100.0,9000.0,60 months,Rent,No,No
APP10775,2025-10-07,65.0,Married,Bachelor,Salaried,19.0,32500.0,689.0,8800.0,11500.0,60 months,Own,No,Yes
APP10274,2025-04-03,24.0,Single,High School,Salaried,1.0,32100.0,682.0,12800.0,27500.0,36 months,Mortgage,No,No
APP10434,2025-05-28,43.0,Married,Master,Contract,20.0,55300.0,754.0,8800.0,28000.0,24 months,Own,No,Yes
APP10407,2025-05-17,41.0,Married,Bachelor,Salaried,8.0,30700.0,793.0,6900.0,9500.0,60 months,Rent,No,Yes
APP10460,2025-06-08,40.0,Married,Doctorate,Salaried,10.0,243100.0,655.0,101300.0,147500.0,36 months,Mortgage,No,No
APP10467,2025-06-09,49.0,Married,Bachelor,Self-Employed,23.0,71200.0,655.0,20500.0,30000.0,12 months,Rent,Yes,Yes
APP10631,2025-08-14,46.0,Married,Bachelor,Self-Employed,16.0,128400.0,765.0,25100.0,73500.0,36 months,Mortgage,No,Yes
APP10948,2025-12-15,43.0,Married,Bachelor,Self-Employed,10.0,47500.0,,10200.0,27000.0,36 months,Rent  ,No,Yes
APP10228,2025-03-22,39.0,Married,Bachelor,Self-Employed,7.0,44900.0,706.0,6200.0,14000.0,36 months,Own,No,Yes
APP10707,2025-09-09,45.0,married,Bachelor,Salaried,9.0,,686.0,26700.0,21500.0,24 months,Rent,No,No
APP10516,2025-06-28,49.0,Married,High School,Self-Employed,12.0,51100.0,673.0,26500.0,12000.0,48 months,Own,No,No
APP10952,2025-12-17,26.0,Single,High School,salaried,3.0,49900.0,651.0,2500.0,13000.0,12 months,Rent,Yes,No
APP10695,2025-09-05,32.0,Married,Bachelor, salaried ,1.0,40500.0,685.0,27400.0,16500.0,36 months,Rent,No,No
APP10159,2025-02-26,43.0,Single,Doctorate,Salaried,6.0,78300.0,659.0,800.0,29500.0,60 months,Mortgage,No,Yes
APP10612,2025-08-05,21.0,Single,Bachelor,Salaried,0.0,32400.0,624.0,5900.0,38500.0,12 months,Rent,Yes,No
APP10335,2025-04-24,31.0,Married,Master,Self-Employed,3.0,30700.0,495.0,23000.0,32500.0,60 months,Rent,Yes,No
APP10276,2025-04-05,37.0,Married,Master,Salaried,3.0,31500.0,703.0,14100.0,10000.0,36 months,Rent,No,Yes
APP10668,2025-08-26,51.0,Married  ,Bachelor,SALARIED,10.0,,725.0,7300.0,6000.0,36 months,Mortgage,No,Yes
APP10728,2025-09-21,37.0,Married,bachelor, self-employed ,3.0,50100.0,749.0,12300.0,20000.0,36 months,Rent,No,Yes
APP10527,2025-07-04,,Divorced,High School,Contract,5.0,,800.0,0.0,13000.0,12 months,mortgage,No,Yes
APP10543,2025-07-10,45.0, married ,Doctorate,Contract,16.0,79300.0,693.0,21800.0,11000.0,36 months,Own,No,Yes
APP10246,2025-03-29,26.0,Married,High School,Contract,5.0,28800.0,729.0,13700.0,10000.0,12 months,Mortgage,No,No
APP10300,2025-04-11,43.0,Married, Bachelor,Salaried,1.0,41100.0,646.0,3000.0,11500.0,48 months,Own,No,Yes
APP10362,2025-05-02,51.0,Divorced,High School,Self-Employed,16.0,51800.0,753.0,29000.0,10000.0,60 months,Own,No,Yes
APP10105,2025-02-10,33.0,Divorced,Bachelor,Self-Employed,7.0,,651.0,0.0,19000.0,48 months,Rent,No,Yes
APP10328,2025-04-21,43.0,Married,Bachelor,Salaried,8.0,38900.0,719.0,15600.0,33000.0,36 months,Own,No,No
APP10987,2025-12-29,41.0,Single,High School,Self-Employed,5.0,22300.0,740.0,4600.0,12500.0,12 months,Rent,No,Yes
APP10088,2025-02-01,33.0,Married  ,Master,Salaried,3.0,61700.0,760.0,0.0,14500.0,36 months,Rent,No,Yes
APP10496,2025-06-21,34.0,Divorced,Master,Salaried,6.0,52000.0,,0.0,30500.0,36 months,Own,No,Yes
APP10649,2025-08-19,30.0,Single,Bachelor,Self-Employed,7.0,51800.0,655.0,25200.0,22500.0,24 months,Rent,No,No
APP10350,2025-04-29,50.0,Married,High School,Salaried,9.0,,690.0,6600.0,29000.0,60 months,Mortgage,No,Yes
APP10275,2025-04-04,44.0,Married,Master,Contract,12.0,68400.0,732.0,7900.0,18000.0,24 months,Mortgage,No,Yes
APP10594,2025-07-28,39.0,Married  ,Bachelor,Salaried,7.0,59400.0,776.0,27900.0,18000.0,36 months,Rent,No,Yes
APP10257,2025-03-31,22.0,Married,High School,Self-Employed,1.0,41200.0,719.0,17000.0,23500.0,24 months,Mortgage,No,No
APP10835,2025-10-27,38.0,Divorced,Bachelor,Salaried,8.0,31800.0,672.0,5700.0,16500.0,48 months,Own,Yes,No
APP10040,2025-01-18,28.0,Single,,Self-Employed,1.0,27000.0,579.0,12200.0,12000.0,60 months,Rent,No,No
APP10630,2025-08-12,43.0,single,Master  ,,20.0,119000.0,631.0,78400.0,49500.0,36 months,Rent,No,No
APP10818,2025-10-23,21.0,Single,,Salaried,0.0,37000.0,695.0,17800.0,16000.0,36 months,Mortgage,No,No
APP10658,2025-08-23,49.0,Married,High School,Salaried,12.0,42800.0,735.0,14100.0,26000.0,24 months,Rent,No,Yes
APP10283,2025-04-06,36.0,Married,Master,Salaried,11.0,69500.0,683.0,13100.0,30500.0,36 months,Rent,No,Yes
APP10506,2025-06-24,46.0, Married,Bachelor,SALARIED,16.0,46000.0,,11600.0,33000.0,36 months,Mortgage,No,Yes
APP10537,2025-07-08,29.0,Single,high school,Salaried,2.0,43100.0,579.0,16000.0,24500.0,60 months,Mortgage,Yes,No
APP10469,2025-06-09,33.0,Married,Bachelor,Self-Employed,4.0,56800.0,784.0,5900.0,29000.0,24 months,Mortgage  ,No,Yes
APP10299,2025-04-11,27.0,Married,BACHELOR,Self-Employed  ,4.0,37900.0,706.0,23800.0,16000.0,24 months,Rent,No,No
APP10262,2025-04-01,53.0,Single,High School,Salaried,14.0,48900.0,775.0,0.0,19000.0,60 months,Mortgage,No,Yes
APP10796,2025-10-15,21.0,Single,Master,Contract,0.0,27600.0,516.0,7500.0,6000.0,60 months,Rent,No,No
APP10833,2025-10-27,35.0,Divorced,DOCTORATE, Self-Employed,5.0,,538.0,19600.0,33000.0,36 months,Rent,Yes,No
APP10475,2025-06-12,40.0, married ,Bachelor,Contract,8.0,37300.0,790.0,0.0,9000.0,60 months,Mortgage,No,Yes
APP10808,2025-10-19,44.0,Married,Bachelor,Salaried,4.0,72100.0,646.0,10000.0,19000.0,36 months,Own,No,Yes
APP10759,2025-09-30,33.0,Single,Bachelor,Salaried,8.0,20400.0,849.0,11400.0,6500.0,48 months,Mortgage,No,Yes
APP10972,2025-12-25,38.0,Married,High School,Self-Employed,7.0,,713.0,20000.0,22500.0,36 months,Rent,No,No
APP10555,2025-07-13,,Married,High School,Self-Employed,9.0,52900.0,817.0,16800.0,12000.0,24 months,Mortgage,No,Yes
APP10544,2025-07-10,26.0,Single,High School,Self-Employed,3.0,22200.0,629.0,0.0,7500.0,48 months,Mortgage,No,No
APP10428,2025-05-25,23.0,Single,Master,Self-Employed,1.0,87900.0,630.0,22600.0,28500.0,12 months,Rent,No,No
APP10650,2025-08-20,33.0,Single,High School,Salaried,1.0,26500.0,745.0,5600.0,6500.0,24 months,Rent,No,Yes
APP10333,2025-04-23,34.0,Married,Bachelor,Salaried,2.0,33100.0,760.0,4000.0,15500.0,60 months,Mortgage,No,No
APP10773,2025-10-06,48.0,Married,Master,Salaried,6.0,59800.0,675.0,0.0,18500.0,12 months,Rent,No,Yes
APP10548,2025-07-11,30.0,Single,Master,Salaried  ,4.0,53300.0,739.0,0.0,13500.0,36 months,Own,No,Yes
APP10739,2025-09-24,40.0,Single,Bachelor,Self-Employed,6.0,75300.0,713.0,7700.0,15000.0,60 months,Mortgage,Yes,Yes
APP10194,2025-03-13,29.0,Single, Bachelor, salaried ,6.0,30600.0,658.0,1000.0,15500.0,36 months,Rent,No,Yes
APP10538,2025-07-09,31.0,Single,High School,Self-Employed,6.0,47300.0,690.0,21300.0,14500.0,24 months,Mortgage,No,No
APP10838,2025-10-29,45.0,MARRIED, bachelor ,Self-Employed,6.0,82300.0,683.0,26100.0,48500.0,60 months,Own,No,Yes
APP10605,2025-08-03,24.0,Single,,Salaried,1.0,26100.0,768.0,16600.0,6500.0,24 months,Rent,No,Yes
APP10607,2025-08-03,60.0,Married,Bachelor,Salaried  ,24.0,43000.0,712.0,7300.0,10000.0,60 months,Own,No,Yes
APP10421,2025-05-23,40.0,Married,Master,Salaried,9.0,70700.0,686.0,45500.0,13500.0,12 months,Rent,No,Yes
APP10990,2025-12-29,33.0,Single,Master,Contract,7.0,33800.0,444.0,2000.0,11000.0,36 months,Rent,Yes,No
APP10777,2025-10-08,52.0,Married,Bachelor,Self-Employed,14.0,70900.0,641.0,26800.0,38500.0,12 months,Mortgage,No,No
APP10461,2025-06-08,51.0,Married,Master,Self-Employed,10.0,,737.0,11400.0,28000.0,12 months,Mortgage,No,Yes
APP10304,2025-04-12,22.0,Single,Bachelor,Salaried,1.0,39000.0,799.0,12400.0,13500.0,60 months,Mortgage,No,Yes
APP10423,2025-05-24,42.0,Married,Bachelor,Salaried,2.0,26200.0,618.0,6500.0,7000.0,12 months,Own,No,No
APP10693,2025-09-04,33.0,Married,Bachelor, Salaried,7.0,63000.0,678.0,8600.0,11500.0,48 months,Rent,No,Yes
APP10349,2025-04-29,28.0,Single,High School, Salaried,3.0,18100.0,686.0,0.0,5000.0,24 months,Rent,No,Yes
APP10416,2025-05-21,37.0,MARRIED,High School,Salaried,7.0,34400.0,686.0,2800.0,29500.0,12 months,Rent  ,No,No
APP10204,2025-03-16,47.0,Married,Bachelor,Salaried,9.0,35500.0,671.0,4000.0,7500.0,36 months,Own,No,Yes
APP10160,2025-02-26,21.0,Single,Bachelor,Salaried,0.0,22000.0,701.0,3200.0,9000.0,36 months, rent ,No,Yes
APP10651,2025-08-21,25.0,Single,Master,Self-Employed,0.0,92200.0,611.0,29200.0,29000.0,36 months,Rent,No,No
APP10911,2025-12-01,45.0,Married,Bachelor,Salaried,12.0,41500.0,615.0,12200.0,12500.0,24 months,  MORTGAGE,No,No
APP10713,2025-09-12,49.0,Married,Master,Salaried,8.0,37300.0,783.0,2500.0,14000.0,12 months,Own,No,Yes
APP10409,2025-05-18,45.0,Single,High School,Salaried,9.0,58400.0,681.0,30800.0,69000.0,36 months,Own,No,No
APP10913,2025-12-02,29.0,Single,Master,Salaried,2.0,34200.0,601.0,0.0,10500.0,12 months,Mortgage,No,Yes
APP10206,2025-03-17,45.0,Divorced,High School,Contract  ,20.0,33400.0,642.0,3100.0,6000.0,48 months,Rent,No,Yes
APP10087,2025-01-31,34.0,MARRIED,Bachelor,Self-Employed,5.0,45800.0,615.0,6700.0,10500.0,48 months,Rent,No,No
APP10557,2025-07-15,54.0,Married,Bachelor,Salaried,3.0,70900.0,616.0,13700.0,13500.0,12 months,Mortgage,No,Yes
APP10822,2025-10-25,38.0,Single,Bachelor  ,Self-Employed,6.0,45800.0,530.0,0.0,19500.0,48 months,Own,Yes,Yes
APP10418,2025-05-22,32.0, married ,High School,Contract,2.0,20300.0,687.0,0.0,11500.0,60 months,Rent,No,Yes
APP10383,2025-05-11,42.0,Single  ,,Salaried,2.0,25500.0,699.0,0.0,13000.0,36 months,Rent,No,Yes
APP10918,2025-12-04,55.0,Divorced,Bachelor,,13.0,38800.0,814.0,13700.0,8000.0,24 months,Own,No,Yes
APP10470,2025-06-10,34.0,Single,Bachelor,Salaried,5.0,40200.0,,18600.0,20500.0,36 months,Rent,No,No
APP10512,2025-06-27,27.0,Single,High School,Salaried,,156700.0,700.0,69700.0,59500.0,48 months, Rent,No,No
APP10542,2025-07-09,21.0, divorced ,Bachelor,Salaried,0.0,43800.0,781.0,18200.0,7000.0,12 months,Rent,No,Yes
APP10319,2025-04-16,37.0,Single,Bachelor, salaried ,9.0,52200.0,643.0,21200.0,18500.0,60 months,Rent,No,No
APP10507,2025-06-24,46.0,Married,Bachelor,Self-Employed,3.0,39100.0,660.0,3000.0,15500.0,60 months,RENT,No,Yes
APP10148,2025-02-22,31.0,Single,High School,Salaried,6.0,32000.0,622.0,7600.0,15500.0,36 months,Rent,Yes,No
APP10579,2025-07-24,38.0,Single,bachelor,Contract,13.0,73600.0,816.0,0.0,37500.0,36 months,Rent,No,Yes
APP10906,2025-11-30,47.0,Married,High School,Salaried,6.0,36600.0,677.0,15300.0,17500.0,60 months,own,No,No
APP10857,2025-11-04,21.0,Single,Bachelor,Self-Employed,0.0,52200.0,625.0,3800.0,16500.0,24 months,Mortgage,No,Yes
APP10112,2025-02-11,32.0,Single,Bachelor,Self-Employed,3.0,70300.0,759.0,37400.0,11000.0,12 months,Rent,No,Yes
APP10671,2025-08-27,26.0,Single,High School,Salaried,3.0,,709.0,11000.0,19500.0,60 months,Rent,Yes,No
APP10523,2025-07-03,45.0,Divorced,High School,Salaried,14.0,56200.0,593.0,22100.0,25500.0,48 months,Mortgage,Yes,No
APP10284,2025-04-06,35.0, Single,Bachelor,Self-Employed,5.0,28900.0,587.0,14900.0,12000.0,60 months,Own  ,No,No
APP10455,2025-06-06,51.0,Married,Bachelor,Salaried,,33800.0,622.0,12500.0,14000.0,24 months,Mortgage,No,Yes
APP10338,2025-04-24,56.0,Married,HIGH SCHOOL,Self-Employed,5.0,40400.0,720.0,0.0,16000.0,36 months, own ,No,Yes
APP10073,2025-01-28,50.0, Married,Doctorate,,16.0,71900.0,,16100.0,8500.0,60 months,Rent,Yes,Yes
APP10540,2025-07-09,34.0,Single,High School,Salaried,10.0,37700.0,645.0,13800.0,26000.0,60 months,Rent,Yes,No
APP10610,2025-08-04,53.0,Single,High School,Salaried,10.0,25500.0,786.0,600.0,8500.0,48 months,Own,No,Yes
APP10587,2025-07-25,21.0,Single,Master,Self-Employed,0.0,77700.0,740.0,13300.0,35000.0,48 months,MORTGAGE,No,Yes
APP10871,2025-11-08,34.0,Single,High School,Self-Employed,1.0,25200.0,719.0,8000.0,11500.0,60 months,Mortgage,No,No
APP10054,2025-01-21,40.0,Married,Bachelor,Self-Employed,15.0,34100.0,752.0,11400.0,18000.0,36 months,Rent,No,Yes
APP10591,2025-07-27,38.0,Married,Bachelor,Self-Employed,3.0,43600.0,673.0,13800.0,22500.0,60 months,Own,No,No
APP10062,2025-01-23,29.0,Single,High School,Contract,6.0,37200.0,762.0,13600.0,9500.0,12 months,Rent,No,Yes
APP10814,2025-10-22,21.0,MARRIED,High School,Salaried,0.0,21000.0,529.0,3200.0,4500.0,60 months, rent ,Yes,No
APP10584,2025-07-25,42.0,Married,Bachelor,Salaried,15.0,67400.0,759.0,4500.0,29000.0,24 months,Mortgage,No,Yes
APP10272,2025-04-03,49.0,Married,Bachelor,Salaried,12.0,74600.0,685.0,0.0,23000.0,48 months,own,No,Yes
APP10190,2025-03-12,45.0,Divorced,High School,Contract,7.0,27900.0,637.0,11200.0,4500.0,48 months,Rent,No,No
APP10779,2025-10-09,36.0,Single,High School,Salaried,10.0,18100.0,684.0,3900.0,7000.0,48 months,Rent,No,Yes
APP10347,2025-04-28,34.0,Single,Bachelor,Salaried,7.0,33500.0,625.0,0.0,11000.0,36 months,Own,No,Yes
APP10085,2025-01-30,29.0,Single,Master,Salaried,1.0,59300.0,612.0,6200.0,20500.0,60 months,Rent,No,No
APP10483,2025-06-15,47.0,Single,Master,Salaried,7.0,79500.0,702.0,16600.0,22000.0,12 months,Mortgage,No,Yes
APP10376,2025-05-07,30.0,Divorced,High School,Salaried,2.0,33500.0,643.0,0.0,11000.0,36 months,Mortgage,No,Yes
APP10879,2025-11-12,38.0,Single,Bachelor,Self-Employed,12.0,56300.0,744.0,3400.0,20000.0,24 months,Rent,No,Yes
APP10979,2025-12-27,34.0,Single,,Self-Employed,2.0,82500.0,633.0,500.0,38500.0,60 months,Rent,No,Yes
APP10992,2025-12-30,32.0,Married,High School,Salaried,3.0,33800.0,665.0,5800.0,10500.0,24 months,Rent,No,Yes
APP10522,2025-07-02,41.0,Single,Master,Salaried,3.0,65600.0,696.0,27700.0,42500.0,12 months,Rent,No,No
APP10715,2025-09-15,26.0,Single,,,2.0,,466.0,30400.0,12500.0,60 months,RENT,Yes,No
APP10104,2025-02-09,59.0,Married,,,32.0,55500.0,786.0,5300.0,18500.0,60 months,Own,No,Yes
APP10167,2025-03-01,21.0,Single,Bachelor,Self-Employed,0.0,57500.0,517.0,24700.0,29500.0,36 months,Rent,Yes,No
APP10214,2025-03-19,43.0,Married,Master,Salaried,17.0,73500.0,747.0,18000.0,19500.0,24 months,Mortgage,No,Yes
APP10497,2025-06-22,54.0,Divorced,Master,Salaried,16.0,62700.0,754.0,46300.0,34500.0,12 months,Rent,No,Yes
APP10554,2025-07-13,40.0,Single,Bachelor,Salaried,13.0,45600.0,558.0,9100.0,19000.0,24 months,Own,Yes,No
APP10452,2025-06-05,25.0,Single,Bachelor,Salaried,2.0,16200.0,641.0,4200.0,10000.0,24 months,Mortgage,No,No
APP10896,2025-11-25,41.0,Married,Master,Salaried,10.0,,781.0,4200.0,41500.0,36 months,Own,No,Yes
APP10738,2025-09-23,39.0, Single,High School,Salaried,15.0,35400.0,697.0,1200.0,9500.0,12 months,Rent,No,Yes
APP10831,2025-10-27,50.0,Married,High School,Self-Employed,8.0,,732.0,0.0,8000.0,60 months, Own,No,Yes
APP10161,2025-02-27,21.0,Divorced,Bachelor, Salaried,0.0,24800.0,689.0,9400.0,13000.0,36 months,OWN,No,Yes
APP10210,2025-03-17,23.0,Single,Bachelor,Self-Employed,1.0,49000.0,645.0,5900.0,62000.0,60 months,Rent,No,Yes
APP10750,2025-09-27,22.0,Married  ,Master,Salaried,0.0,46000.0,591.0,20700.0,10500.0,36 months,Rent,No,No
APP10321,2025-04-17,29.0,Married  ,Bachelor,Contract,7.0,23300.0,731.0,7700.0,10000.0,36 months,Mortgage,No,No
APP10039,2025-01-17,43.0,Married,High School,Salaried,12.0,54300.0,1200.0,13800.0,20000.0,36 months,rent,No,Yes
APP10786,2025-10-11,33.0,Divorced,Bachelor,Contract,5.0,43500.0,686.0,14600.0,19000.0,12 months,Mortgage,No,Yes
APP10609,2025-08-04,43.0,Married,,Contract,11.0,25200.0,835.0,700.0,7000.0,36 months, Own,No,Yes
APP10263,2025-04-01,42.0,Married,Master,SALARIED,15.0,58400.0,667.0,19900.0,18500.0,36 months,Own,No,Yes
APP10788,2025-10-12,49.0,Married,Master,Salaried,5.0,79300.0,679.0,11400.0,17000.0,60 months,Own,No,Yes
APP10297,2025-04-10,41.0,Married,Bachelor,Contract,9.0,40000.0,642.0,4800.0,10000.0,60 months,Rent,No,Yes
APP10912,2025-12-02,28.0,Divorced,Master,Contract,2.0,45900.0,703.0,27100.0,34000.0,36 months,Rent,No,No
APP10625,2025-08-10,54.0,Married,Bachelor,Salaried,13.0,71800.0,676.0,31200.0,62000.0,12 months,Own,No,No
APP10766,2025-10-03,22.0,Divorced,Bachelor,Contract,1.0,30100.0,597.0,9400.0,14500.0,12 months,Mortgage,Yes,No
APP10785,2025-10-11,46.0,Married,Bachelor,Salaried,3.0,51900.0,661.0,0.0,8500.0,48 months,Own,No,Yes
APP10224,2025-03-21,32.0,Single,Master,Salaried,11.0,79000.0,721.0,32300.0,15500.0,36 months,Rent,No,Yes
APP10294,2025-04-09,, Married,Bachelor  ,Salaried,9.0,47800.0,,7300.0,50000.0,36 months, rent ,No,No
APP10124,2025-02-14,44.0,DIVORCED,Master,Salaried,10.0,,651.0,0.0,18000.0,24 months,Own,No,Yes
APP10030,2025-01-14,39.0,Married,Bachelor,Self-Employed,3.0,38100.0,713.0,10600.0,9500.0,24 months,Mortgage,No,Yes
APP10872,2025-11-09,25.0,Single,high school,Salaried,2.0,15500.0,592.0,3700.0,9500.0,36 months,Rent,No,No
APP10061,2025-01-23,26.0,Single,Master,Salaried,5.0,66700.0,658.0,0.0,21500.0,36 months,Rent,No,Yes
APP10682,2025-08-30,49.0,Married,Bachelor,Contract,,30100.0,662.0,3500.0,8000.0,48 months,Mortgage,No,Yes
APP10012,2025-01-06,40.0,Married,HIGH SCHOOL,Self-Employed,2.0,31100.0,745.0,5800.0,11000.0,12 months,Rent,No,Yes
APP10435,2025-05-28,,Married,doctorate,Self-Employed,12.0,125700.0,583.0,20200.0,38000.0,48 months,Rent,Yes,Yes
APP10685,2025-09-01,29.0,Single,Master,Salaried,2.0,55700.0,731.0,11500.0,30000.0,60 months,Rent,No,Yes
APP10581,2025-07-24,43.0,Single  , high school ,Salaried,6.0,33000.0,578.0,7900.0,8500.0,36 months,Rent,Yes,No
APP10615,2025-08-07,28.0,Single,Bachelor,Self-Employed,2.0,23700.0,663.0,900.0,8500.0,48 months,Rent,No,Yes
APP10389,2025-05-12,48.0,Single,Bachelor,Salaried,22.0,45300.0,795.0,17600.0,13000.0,36 months,Own,No,Yes
APP10964,2025-12-21,65.0,Married,,Salaried,7.0,54300.0,707.0,27400.0,19500.0,48 months,Own,No,No
APP10314,2025-04-14,45.0,Married, Bachelor,Salaried,,43400.0,788.0,5600.0,17000.0,36 months,Rent,No,Yes
APP10229,2025-03-22,52.0,Married,master,Salaried,,44700.0,797.0,17000.0,26000.0,12 months,  MORTGAGE,No,Yes
APP10899,2025-11-26,38.0,Married,Master,Salaried,4.0,51000.0,,11400.0,12000.0,24 months,Rent,No,Yes
APP10385,2025-05-11,42.0,Married,Bachelor,Salaried,7.0,,650.0,4000.0,11500.0,36 months,Own,No,Yes
APP10462,2025-06-08,43.0,Married,,Contract,7.0,24900.0,723.0,13900.0,7000.0,48 months,Mortgage,No,Yes
APP10932,2025-12-09,27.0,Single,Doctorate,Salaried,3.0,47000.0,700.0,0.0,11000.0,24 months,Mortgage,No,Yes
APP10752,2025-09-28,46.0,Married, doctorate ,Self-Employed  ,7.0,89200.0,758.0,50600.0,18000.0,36 months,Own,No,Yes
APP10765,2025-10-02,47.0,Married,Bachelor,Salaried,13.0,54500.0,,15300.0,26000.0,60 months,Mortgage,No,No
APP10962,2025-12-20,52.0,Married,Master,Contract,,93400.0,691.0,13600.0,20500.0,24 months,Own,No,Yes
APP10363,2025-05-02,,Single,Bachelor,Self-Employed,4.0,126300.0,571.0,10000.0,26000.0,12 months,Rent,Yes,No
APP10626,2025-08-10,49.0,Married,Master,Contract,11.0,57800.0,715.0,27700.0,9000.0,60 months,Mortgage,No,No
APP10726,2025-09-20,57.0,Married,High School,Salaried,19.0,29200.0,,0.0,9500.0,36 months,Own,No,Yes
APP10196,2025-03-13,31.0,Single,HIGH SCHOOL,salaried,3.0,42200.0,746.0,31700.0,11500.0,24 months,Rent,No,No
APP10362,2025-05-02,51.0,Divorced,High School,Self-Employed,16.0,51800.0,753.0,29000.0,10000.0,60 months,  OWN,No,Yes
APP10578,2025-07-23,26.0,Married,Bachelor,Salaried,2.0,74500.0,650.0,24800.0,42000.0,60 months,Rent,Yes,No
APP10570,2025-07-18,45.0,Married,High School,Salaried,3.0,33100.0,678.0,15500.0,17000.0,60 months,Mortgage,No,No
APP10149,2025-02-23,36.0,Single,High School,Contract,11.0,25700.0,666.0,5500.0,9000.0,36 months, Rent,No,Yes
APP10842,2025-10-30,41.0,Married,Master,Salaried,5.0,62400.0,647.0,20500.0,31000.0,12 months,Rent,No,No
APP10864,2025-11-06,36.0,Single,Master,Salaried,2.0,100800.0,635.0,33700.0,48000.0,48 months,Mortgage,No,No
APP10936,2025-12-10,42.0,Single,Bachelor,Salaried  ,12.0,76700.0,771.0,16100.0,14000.0,24 months,Mortgage,No,Yes
APP10070,2025-01-27,37.0,Married,Bachelor,Salaried,11.0,46000.0,769.0,1800.0,11500.0,12 months,Mortgage,No,Yes
APP10419,2025-05-22,41.0,Single,,Salaried,5.0,43300.0,612.0,22300.0,5500.0,60 months,Own,No,No
APP10339,2025-04-25,45.0,Married  ,Bachelor,Salaried,15.0,67400.0,701.0,11200.0,17000.0,60 months,Rent,No,Yes
APP10287,2025-04-07,51.0,Married,Master,Salaried,7.0,50600.0,672.0,23800.0,21500.0,24 months,own,No,Yes
APP10599,2025-07-31,27.0, Single,Master,Salaried,2.0,68000.0,700.0,0.0,7500.0,36 months,Mortgage,No,Yes
APP10931,2025-12-09,54.0,Married,Bachelor,Contract,10.0,,,0.0,28500.0,36 months,Own,No,Yes
APP10136,2025-02-18,35.0,Married,High School, Salaried,8.0,,603.0,17300.0,6000.0,48 months,Rent,No,No
APP10156,2025-02-26,39.0,Married,Bachelor,Contract,3.0,40900.0,597.0,3600.0,10500.0,24 months, Rent,No,No
APP10208,2025-03-17,32.0,Divorced,High School,Salaried,2.0,47700.0,671.0,21600.0,8000.0,48 months,Own,No,No
APP10158,2025-02-26,40.0,Married,High School,Salaried,18.0,45600.0,667.0,11300.0,10000.0,60 months,Mortgage,No,Yes
APP10004,2025-01-02,30.0,Single,High School, Contract,3.0,32600.0,726.0,14300.0,28500.0,12 months,RENT,No,No
APP10904,2025-11-29,44.0,Married,,Contract,20.0,46200.0,627.0,10100.0,9000.0,24 months,Mortgage,No,Yes
